,EURUSD=X,GBPUSD=X,AUDUSD=X,NZDUSD=X,JPY=X,EURJPY=X
2010-01-01,1.43899,1.61329,0.89847,0.72448,92.92,133.71001
2010-01-04,1.4424,1.61137,0.91249,0.73421,92.495,133.39
2010-01-05,1.4366,1.59908,0.91183,0.73378,91.585,131.53
2010-01-06,1.4404,1.60238,0.92047,0.73801,92.356,133.013
2010-01-07,1.4318,1.5934,0.91777,0.73271,93.39,133.748
2010-01-08,1.44111,1.60241,0.92507,0.73708,92.66,133.49001
2010-01-11,1.45113,1.61129,0.92971,0.742,92.092,133.62
2010-01-12,1.44766,1.61517,0.92047,0.73839,91.08,131.84
2010-01-13,1.45239,1.62861,0.92421,0.7403,91.433,132.74001
2010-01-14,1.44999,1.6334,0.93136,0.74239,91.267,132.33
2010-01-15,1.4391,1.627,0.92268,0.73839,90.75,130.57001
2010-01-18,1.44067,1.6353,0.92739,0.7408,90.705,130.64999
2010-01-19,1.4281,1.63567,0.92259,0.73362,91.199,130.22
2010-01-20,1.41103,1.62981,0.91149,0.72181,91.192,128.67
2010-01-21,1.4097,1.62051,0.90457,0.71362,90.393,127.46
2010-01-22,1.41411,1.61101,0.90123,0.70998,89.81,127.03
2010-01-25,1.41501,1.62501,0.90498,0.71429,90.415,127.92
2010-01-26,1.40823,1.6147,0.90017,0.70791,89.63,126.2
2010-01-27,1.4031,1.61781,0.8963,0.70651,89.95,126.208
2010-01-28,1.3968,1.61431,0.89358,0.70482,89.778,125.387
2010-01-29,1.38669,1.59849,0.88433,0.7019,90.27,125.16
2010-02-01,1.3927,1.59525,0.89198,0.70902,90.76,126.373
2010-02-02,1.39762,1.59921,0.88731,0.71362,90.428,126.35
2010-02-03,1.39011,1.592,0.88222,0.6992,90.84,126.247
2010-02-04,1.37449,1.57699,0.86896,0.6888,89.41,122.87
2010-02-05,1.36801,1.5658,0.86858,0.68989,89.22,121.97
2010-02-08,1.36547,1.55761,0.86348,0.68292,89.22,121.811
2010-02-09,1.37821,1.56939,0.8775,0.69531,89.768,123.71
2010-02-10,1.37533,1.56121,0.87681,0.69459,89.93,123.631
2010-02-11,1.36818,1.5702,0.89023,0.69789,89.81,122.882
2010-02-12,1.36349,1.56981,0.88928,0.69818,89.95,122.63
2010-02-15,1.3603,1.56671,0.88928,0.6975,90.05,122.464
2010-02-16,1.37671,1.57901,0.90131,0.70641,90.244,124.222
2010-02-17,1.36069,1.56821,0.89871,0.70279,91.05,123.888
2010-02-18,1.34615,1.54231,0.88968,0.69531,91.977,123.83
2010-02-19,1.36151,1.54641,0.90001,0.69979,91.54,124.62
2010-02-22,1.36056,1.54866,0.90017,0.70171,91.235,124.125
2010-02-23,1.3527,1.54459,0.89278,0.69512,90.16,121.951
2010-02-24,1.35432,1.54171,0.89437,0.6943,90.279,122.262
2010-02-25,1.3536,1.52439,0.88652,0.6907,89.27,120.858
2010-02-26,1.3631,1.5239,0.8959,0.69871,88.921,121.22
2010-03-01,1.35621,1.49788,0.9005,0.69999,89.15,120.871
2010-03-02,1.36206,1.50281,0.90498,0.6973,88.74,120.883
2010-03-03,1.37016,1.5103,0.90522,0.69391,88.57,121.332
2010-03-04,1.3584,1.5036,0.89977,0.68639,89.16,121.09
2010-03-05,1.3629,1.51329,0.90794,0.6972,90.22,123.02
2010-03-08,1.36169,1.50419,0.90835,0.69984,90.286,122.94
2010-03-09,1.36069,1.50164,0.91542,0.70358,89.989,122.43
2010-03-10,1.36433,1.49701,0.91391,0.70053,90.47,123.44
2010-03-11,1.36853,1.5072,0.91558,0.69984,90.648,124.04
2010-03-12,1.37699,1.52161,0.91491,0.7021,90.54,124.65
2010-03-15,1.36775,1.50543,0.91366,0.70309,90.32,123.52
2010-03-16,1.37688,1.52369,0.91903,0.7124,90.29,124.324
2010-03-17,1.37383,1.53179,0.92353,0.71398,90.403,124.185
2010-03-18,1.3614,1.52537,0.92123,0.71521,90.48,123.16
2010-03-19,1.35369,1.50179,0.91617,0.70932,90.52,122.52
2010-03-22,1.3567,1.5108,0.91853,0.70761,90.34,122.55
2010-03-23,1.3468,1.50213,0.91794,0.70522,90.366,121.68
2010-03-24,1.3331,1.48989,0.91191,0.70358,92.014,122.65
2010-03-25,1.33071,1.48449,0.9086,0.70472,92.513,123.076
2010-03-26,1.341,1.4898,0.9044,0.70338,92.507,124.04
2010-03-29,1.34811,1.49819,0.91676,0.70942,92.49,124.655
2010-03-30,1.34241,1.50741,0.91861,0.70982,92.82,124.581
2010-03-31,1.3508,1.51837,0.91558,0.70701,93.52,126.34
2010-04-01,1.3584,1.52919,0.92064,0.70776,93.85,127.46
2010-04-02,1.35049,1.52101,0.91962,0.70681,94.53,127.71
2010-04-05,1.34891,1.5298,0.9209,0.70378,94.33,127.234
2010-04-06,1.3402,1.52709,0.92782,0.70607,93.794,125.658
2010-04-07,1.33485,1.5242,0.92721,0.70731,93.309,124.52
2010-04-08,1.33611,1.5283,0.92902,0.70761,93.42,124.801
2010-04-09,1.35009,1.537,0.93353,0.71618,93.16,125.76
2010-04-12,1.3596,1.5374,0.92661,0.71342,93.183,126.68
2010-04-13,1.36086,1.53778,0.92799,0.70922,93.18,126.804
2010-04-14,1.3656,1.54722,0.93598,0.71572,93.318,127.42
2010-04-15,1.3574,1.54655,0.93397,0.7119,93.04,126.27
2010-04-16,1.3504,1.53641,0.9243,0.70932,92.15,124.43
2010-04-19,1.34873,1.53353,0.92541,0.70952,92.46,124.72
2010-04-20,1.34351,1.53638,0.93136,0.712,93.171,125.159
2010-04-21,1.33899,1.54133,0.92756,0.70998,93.054,124.58
2010-04-22,1.327,1.5374,0.92575,0.70982,93.398,123.923
2010-04-23,1.3384,1.5382,0.9279,0.71741,93.95,125.73
2010-04-26,1.34012,1.54679,0.92782,0.72312,93.9,125.809
2010-04-27,1.31707,1.52476,0.91659,0.71271,93.144,122.68
2010-04-28,1.32128,1.52043,0.92464,0.71839,93.96,124.16
2010-04-29,1.3263,1.5356,0.93084,0.72469,94.013,124.687
2010-04-30,1.3298,1.53001,0.92481,0.72748,93.83,124.75
2010-05-03,1.31999,1.52492,0.92687,0.73078,94.692,124.97
2010-05-04,1.29639,1.51279,0.90959,0.7202,94.71,122.77
2010-05-05,1.28149,1.5098,0.90678,0.72601,93.781,120.154
2010-05-06,1.2633,1.48639,0.8866,0.71301,90.83,114.713
2010-05-07,1.27561,1.47831,0.88802,0.7151,91.58,116.81
2010-05-10,1.27792,1.48619,0.90253,0.72129,93.18,119.083
2010-05-11,1.26299,1.49209,0.89461,0.71679,92.49,116.783
2010-05-12,1.2639,1.4837,0.89517,0.71551,93.169,117.723
2010-05-13,1.25411,1.46139,0.8955,0.7123,92.777,116.327
2010-05-14,1.236,1.45381,0.88613,0.70731,92.46,114.23
2010-05-17,1.2393,1.44802,0.8775,0.69891,92.55,114.68
2010-05-18,1.21789,1.42967,0.86177,0.68918,91.901,111.91
2010-05-19,1.23934,1.44167,0.84767,0.6819,91.54,113.432
2010-05-20,1.24789,1.43484,0.8134,0.668,89.37,111.628
2010-05-21,1.25671,1.4481,0.83278,0.67879,89.986,113.18
2010-05-24,1.23499,1.4409,0.82481,0.67092,90.19,111.356
2010-05-25,1.2346,1.4415,0.82795,0.6697,90.332,111.513
2010-05-26,1.2173,1.43839,0.82583,0.66872,89.97,109.48
2010-05-27,1.2348,1.45605,0.84703,0.68069,90.879,112.17
2010-05-28,1.2274,1.4453,0.84739,0.67912,91.052,111.73
2010-05-31,1.22879,1.4522,0.8466,0.6812,91.19,112.05
2010-06-01,1.2233,1.46671,0.83319,0.67719,91.1,111.43
2010-06-02,1.2239,1.46501,0.84182,0.68046,92.19,112.82
2010-06-03,1.21694,1.4634,0.84338,0.68381,92.623,112.691
2010-06-04,1.1971,1.4458,0.8242,0.67101,91.88,109.96
2010-06-07,1.19229,1.44741,0.81149,0.65898,91.516,109.103
2010-06-08,1.1972,1.4449,0.82617,0.66711,91.41,109.406
2010-06-09,1.1992,1.4548,0.82967,0.6744,91.365,109.53
2010-06-10,1.2109,1.47085,0.8476,0.68409,91.309,110.58
2010-06-11,1.2114,1.4552,0.8507,0.69008,91.62,110.97
2010-06-14,1.22181,1.4736,0.85852,0.69522,91.62,111.929
2010-06-15,1.23191,1.47999,0.86423,0.69862,91.474,112.697
2010-06-16,1.23119,1.4736,0.86348,0.69798,91.396,112.508
2010-06-17,1.23821,1.48159,0.8676,0.70423,90.84,112.48
2010-06-18,1.2393,1.483,0.87207,0.70691,90.7,112.35
2010-06-21,1.2316,1.47599,0.87673,0.70862,90.995,112.04
2010-06-22,1.22751,1.48201,0.87283,0.70542,90.54,111.11
2010-06-23,1.23191,1.4968,0.87489,0.71271,89.91,110.75
2010-06-24,1.23375,1.49321,0.8676,0.70852,89.63,110.57
2010-06-25,1.2373,1.5068,0.87443,0.71418,89.15,110.36
2010-06-28,1.2277,1.50989,0.86957,0.70577,89.313,109.619
2010-06-29,1.21864,1.50534,0.84991,0.69238,88.649,108.02
2010-06-30,1.223,1.49443,0.84133,0.68549,88.43,108.12
2010-07-01,1.25075,1.51658,0.84703,0.69171,87.6,109.54
2010-07-02,1.2571,1.5205,0.84211,0.68871,87.79,110.26
2010-07-05,1.2537,1.5132,0.83752,0.68705,87.625,109.819
2010-07-06,1.2624,1.51439,0.85092,0.69271,87.48,110.441
2010-07-07,1.26331,1.51784,0.86356,0.70368,87.68,110.744
2010-07-08,1.26941,1.5155,0.87742,0.70912,88.41,112.236
2010-07-09,1.2644,1.5068,0.87819,0.71129,88.57,111.96
2010-07-12,1.259,1.5024,0.87612,0.71179,88.639,111.601
2010-07-13,1.27209,1.51851,0.88378,0.71782,88.793,112.946
2010-07-14,1.27405,1.52681,0.88168,0.72202,88.27,112.48
2010-07-15,1.29286,1.54431,0.88378,0.7249,87.34,112.94
2010-07-16,1.29319,1.53069,0.86972,0.71078,86.56,111.91
2010-07-19,1.29395,1.52256,0.86775,0.70562,86.76,112.242
2010-07-20,1.28931,1.52872,0.88246,0.71664,87.242,112.46
2010-07-21,1.2768,1.5184,0.87642,0.71159,86.861,110.89
2010-07-22,1.29031,1.52721,0.89437,0.72601,87.124,112.39
2010-07-23,1.29131,1.5439,0.8959,0.72748,87.52,112.89
2010-07-26,1.2999,1.54899,0.90204,0.73357,86.998,113.066
2010-07-27,1.29909,1.5588,0.90131,0.73201,87.816,114.064
2010-07-28,1.29922,1.55941,0.89262,0.72239,87.452,113.61
2010-07-29,1.30781,1.56123,0.90196,0.7248,86.683,113.382
2010-07-30,1.3039,1.5688,0.9044,0.72637,86.44,112.68
2010-08-02,1.31759,1.58899,0.91283,0.73298,86.598,114.064
2010-08-03,1.32251,1.59459,0.91316,0.73389,85.78,113.43
2010-08-04,1.32251,1.59459,0.91291,0.73389,85.78,113.436
2010-08-05,1.31581,1.58919,0.91659,0.72987,86.3,113.523
2010-08-06,1.31813,1.58914,0.91516,0.73009,85.833,113.12
2010-08-09,1.32857,1.5978,0.91819,0.73282,85.344,113.38
2010-08-10,1.323,1.59061,0.916,0.72902,85.897,113.63
2010-08-11,1.3185,1.58579,0.91341,0.72312,85.36,112.536
2010-08-12,1.28441,1.56328,0.89421,0.712,85.172,109.38
2010-08-13,1.28299,1.55877,0.89759,0.71378,86.074,110.393
2010-08-16,1.27709,1.56031,0.89389,0.70621,86.14,109.99
2010-08-17,1.2812,1.5646,0.89598,0.70492,85.307,109.283
2010-08-18,1.288,1.5578,0.90539,0.7123,85.595,110.223
2010-08-19,1.28564,1.55989,0.89839,0.71362,85.44,109.819
2010-08-20,1.2808,1.55771,0.89142,0.70651,85.344,109.296
2010-08-23,1.271,1.55451,0.88802,0.70611,85.56,108.73
2010-08-24,1.2635,1.54962,0.89008,0.70602,85.141,107.57
2010-08-25,1.2633,1.54109,0.88355,0.70338,84.178,106.34
2010-08-26,1.2664,1.54722,0.88472,0.70171,84.684,107.22
2010-08-27,1.27065,1.552,0.88488,0.70259,84.346,107.183
2010-08-30,1.2754,1.5534,0.90269,0.71352,85.501,109.041
2010-08-31,1.26659,1.5466,0.89182,0.70358,84.532,107.061
2010-09-01,1.26873,1.53499,0.89326,0.70008,84.14,106.75
2010-09-02,1.2803,1.54481,0.90984,0.7122,84.407,108.063
2010-09-03,1.28259,1.5396,0.91,0.71418,84.25,108.06
2010-09-06,1.28941,1.545,0.91575,0.71937,84.43,108.86
2010-09-07,1.28684,1.5395,0.91676,0.72328,84.12,108.234
2010-09-08,1.2678,1.53487,0.91058,0.71808,83.732,106.147
2010-09-09,1.2732,1.54739,0.91827,0.7226,83.95,106.88
2010-09-10,1.26931,1.54259,0.92302,0.72495,83.93,106.5
2010-09-13,1.2717,1.53709,0.9292,0.72918,84.307,107.211
2010-09-14,1.2872,1.54281,0.93379,0.73051,83.681,107.71
2010-09-15,1.29917,1.5534,0.94003,0.73298,83.048,107.889
2010-09-16,1.30151,1.5634,0.93897,0.72759,85.7,111.516
2010-09-17,1.3076,1.56282,0.93615,0.72469,85.848,112.25
2010-09-20,1.30439,1.5646,0.93765,0.72637,85.69,111.79
2010-09-21,1.30669,1.55482,0.94643,0.72945,85.702,111.98
2010-09-22,1.3257,1.56169,0.95356,0.7326,85.113,112.8
2010-09-23,1.3391,1.5646,0.95302,0.7319,84.48,113.13
2010-09-24,1.33191,1.56789,0.94985,0.72908,84.51,112.543
2010-09-27,1.34791,1.58311,0.96089,0.736,84.316,113.628
2010-09-28,1.34391,1.581,0.95997,0.73411,84.275,113.23
2010-09-29,1.35709,1.5803,0.96712,0.7391,83.892,113.837
2010-09-30,1.36281,1.57958,0.96937,0.73638,83.766,114.15
2010-10-01,1.36221,1.57166,0.96441,0.73373,83.57,113.811
2010-10-04,1.3777,1.582,0.97172,0.74399,83.333,114.81
2010-10-05,1.36741,1.58243,0.96702,0.7391,83.503,114.206
2010-10-06,1.38339,1.58914,0.97182,0.7485,83.19,115.118
2010-10-07,1.392,1.5865,0.97647,0.75188,82.967,115.5
2010-10-08,1.3928,1.58801,0.98251,0.75092,82.38,114.703
2010-10-11,1.39776,1.59487,0.98951,0.7562,81.82,114.346
2010-10-12,1.38802,1.58929,0.98425,0.75182,82.089,113.925
2010-10-13,1.39169,1.5811,0.98668,0.75694,81.78,113.81
2010-10-14,1.39673,1.59051,0.99138,0.75769,81.798,114.23
2010-10-15,1.4072,1.60064,0.99334,0.75942,81.47,114.653
2010-10-18,1.39643,1.5979,0.98902,0.75392,81.378,113.62
2010-10-19,1.39359,1.5894,0.98961,0.7558,81.198,113.15
2010-10-20,1.37391,1.5703,0.97078,0.74499,81.542,112.027
2010-10-21,1.39632,1.58451,0.9858,0.75279,81.055,113.16
2010-10-22,1.39169,1.57119,0.97886,0.74649,81.3,113.144
2010-10-25,1.39441,1.56789,0.98367,0.74744,81.309,113.338
2010-10-26,1.39489,1.57097,0.9901,0.75143,80.825,112.63
2010-10-27,1.38543,1.58501,0.98639,0.74878,81.337,112.696
2010-10-28,1.37781,1.57741,0.97276,0.74688,81.679,112.525
2010-10-29,1.37781,1.57741,0.97276,0.74688,81.679,112.525
2010-11-01,1.39751,1.6048,0.98668,0.76622,80.406,112.352
2010-11-02,1.39109,1.60599,0.98863,0.76711,80.559,112.06
2010-11-03,1.40361,1.60323,0.999,0.77131,80.668,113.19
2010-11-04,1.41273,1.6107,1.00394,0.7866,81.05,114.499
2010-11-05,1.4228,1.6276,1.0157,0.79472,80.776,114.94
2010-11-08,1.40758,1.62096,1.01643,0.79252,81.14,114.212
2010-11-09,1.38696,1.61163,1.0104,0.78641,81.09,112.41
2010-11-10,1.3772,1.6,1.00481,0.7764,81.583,112.32
2010-11-11,1.37756,1.61223,1.0046,0.7818,82.204,113.242
2010-11-12,1.3621,1.61057,0.99641,0.7776,82.41,112.25
2010-11-15,1.36932,1.6129,0.98902,0.77537,82.47,112.91
2010-11-16,1.35748,1.60431,0.98357,0.77238,83.162,112.86
2010-11-17,1.34905,1.58871,0.97599,0.76864,83.38,112.511
2010-11-18,1.3554,1.5921,0.98174,0.7716,83.1,112.658
2010-11-19,1.36573,1.60519,0.99059,0.77973,83.54,114.074
2010-11-22,1.37444,1.60044,0.9902,0.78101,83.485,114.718
2010-11-23,1.36019,1.59467,0.98658,0.77125,83.29,113.31
2010-11-24,1.33863,1.5805,0.97466,0.76046,83.269,111.459
2010-11-25,1.33579,1.57901,0.98503,0.76202,83.52,111.566
2010-11-26,1.33397,1.57597,0.97733,0.76104,83.63,111.578
2010-11-29,1.3238,1.55902,0.966,0.75148,84.157,111.412
2010-11-30,1.31039,1.55562,0.96071,0.74438,84.254,110.37
2010-12-01,1.29921,1.55681,0.95978,0.74178,83.678,108.74
2010-12-02,1.31249,1.56104,0.96618,0.74794,84.123,110.406
2010-12-03,1.3216,1.55909,0.97694,0.75632,83.749,110.635
2010-12-06,1.3416,1.57679,0.99197,0.76552,82.78,111.02
2010-12-07,1.32869,1.57087,0.98863,0.76121,82.67,109.84
2010-12-08,1.32447,1.57532,0.98299,0.75672,83.479,110.58
2010-12-09,1.32508,1.57965,0.97924,0.74722,84.1,111.434
2010-12-10,1.32421,1.57751,0.98435,0.74912,83.816,110.98
2010-12-13,1.31971,1.5799,0.98416,0.74738,83.973,110.82
2010-12-14,1.33955,1.58619,0.99502,0.7516,83.44,111.748
2010-12-15,1.33609,1.57639,0.99741,0.75081,83.79,111.93
2010-12-16,1.3224,1.55608,0.98717,0.7403,84.269,111.43
2010-12-17,1.32399,1.56328,0.98941,0.7403,84.05,111.26
2010-12-20,1.3165,1.5513,0.98814,0.73573,84.01,110.582
2010-12-21,1.3118,1.55082,0.99285,0.74058,83.771,109.887
2010-12-22,1.309,1.5466,0.99661,0.74261,83.79,109.68
2010-12-23,1.31154,1.5404,0.9994,0.743,83.56,109.56
2010-12-24,1.31271,1.54464,1.0043,0.74867,83.02,108.938
2010-12-27,1.30798,1.54138,1.00033,0.74671,82.919,108.468
2010-12-28,1.31897,1.54421,1.0058,0.75058,82.72,109.12
2010-12-29,1.30863,1.53558,1.00958,0.75489,82.356,107.759
2010-12-30,1.32245,1.5502,1.0174,0.76687,81.618,107.924
2010-12-31,1.33012,1.54371,1.01577,0.77149,81.48,108.384
2011-01-03,1.33579,1.55724,1.02144,0.77869,81.123,108.354
2011-01-04,1.33568,1.54897,1.01691,0.77369,81.67,109.063
2011-01-05,1.33211,1.55979,1.0072,0.76787,82.038,109.27
2011-01-06,1.31569,1.55121,0.9999,0.75838,83.189,109.433
2011-01-07,1.29799,1.54509,0.99305,0.75591,83.3,108.11
2011-01-10,1.28951,1.554,0.99522,0.75971,83.03,107.08
2011-01-11,1.2965,1.55899,0.99473,0.76348,82.71,107.23
2011-01-12,1.2984,1.56079,0.98222,0.75901,83.34,108.21
2011-01-13,1.31284,1.57493,0.99582,0.76243,83.07,109.046
2011-01-14,1.33533,1.58428,0.9982,0.77208,82.762,110.47
2011-01-17,1.33803,1.58813,0.99088,0.76929,82.887,110.88
2011-01-18,1.32839,1.59,0.99295,0.77232,82.67,109.796
2011-01-19,1.33781,1.5963,0.99771,0.77196,82.612,110.522
2011-01-20,1.34521,1.59742,0.99691,0.76529,82.155,110.511
2011-01-21,1.3468,1.59099,0.9859,0.75517,82.92,111.684
2011-01-24,1.36195,1.59939,0.98961,0.75901,82.586,112.48
2011-01-25,1.36441,1.59864,0.99761,0.76453,82.542,112.59
2011-01-26,1.36861,1.582,0.99522,0.76775,82.26,112.579
2011-01-27,1.37101,1.59299,0.9993,0.7734,82.163,112.652
2011-01-28,1.37231,1.59269,0.9901,0.77232,82.885,113.734
2011-01-31,1.35728,1.58293,0.98736,0.76947,82.089,111.412
2011-02-01,1.37138,1.603,0.99741,0.77292,82.07,112.56
2011-02-02,1.38299,1.61361,1.01108,0.78229,81.391,112.55
2011-02-03,1.38179,1.62048,1.0116,0.77411,81.493,112.59
2011-02-04,1.36245,1.61345,1.01461,0.77292,81.65,111.24
2011-02-07,1.3575,1.60997,1.0126,0.77018,82.22,111.6
2011-02-08,1.35919,1.6129,1.0134,0.7728,82.289,111.84
2011-02-09,1.36269,1.60663,1.0148,0.77549,82.303,112.129
2011-02-10,1.3721,1.61015,1.0108,0.77149,82.419,113.055
2011-02-11,1.36019,1.60971,1.0014,0.76185,83.34,113.361
2011-02-14,1.351,1.60031,1.00159,0.75752,83.444,112.754
2011-02-15,1.34811,1.60282,1.0021,0.75591,83.413,112.398
2011-02-16,1.34986,1.61366,0.99731,0.75222,83.716,112.999
2011-02-17,1.35753,1.6093,1.00303,0.75557,83.61,113.477
2011-02-18,1.3626,1.61781,1.0122,0.7589,83.29,113.469
2011-02-21,1.37135,1.62509,1.0145,0.76359,83.08,113.942
2011-02-22,1.36823,1.6228,1.00873,0.76371,83.066,113.645
2011-02-23,1.36737,1.616,1.0004,0.74811,82.76,113.15
2011-02-24,1.37641,1.62351,1.00278,0.74527,82.438,113.434
2011-02-25,1.382,1.61444,1.01081,0.75148,82.047,113.385
2011-02-28,1.37344,1.61005,1.0145,0.75211,81.622,112.096
2011-03-01,1.38215,1.62705,1.0188,0.75301,81.873,113.155
2011-03-02,1.37718,1.62628,1.0136,0.7475,81.898,112.759
2011-03-03,1.38665,1.63329,1.01609,0.74311,81.828,113.47
2011-03-04,1.39589,1.62745,1.0128,0.73997,82.367,114.953
2011-03-07,1.39907,1.62684,1.0147,0.73768,82.343,115.2
2011-03-08,1.39639,1.61985,1.01225,0.73741,82.292,114.893
2011-03-09,1.3898,1.61634,1.0092,0.74036,82.8,115.05
2011-03-10,1.39022,1.62001,1.00966,0.73611,82.833,115.153
2011-03-11,1.38013,1.60661,1.0019,0.7347,82.918,114.422
2011-03-14,1.39346,1.60715,1.0101,0.73981,81.284,113.26
2011-03-15,1.39921,1.61721,1.00889,0.7391,81.82,114.45
2011-03-16,1.39862,1.6072,0.99404,0.73239,81.056,113.371
2011-03-17,1.38848,1.59913,0.97972,0.72218,79.128,109.857
2011-03-18,1.40329,1.61434,0.98416,0.7226,79.5,111.54
2011-03-21,1.41705,1.6223,0.99741,0.73223,81.015,114.786
2011-03-22,1.42171,1.63087,1.00588,0.73573,81.209,115.465
2011-03-23,1.41681,1.63602,1.0091,0.73959,81.039,114.818
2011-03-24,1.4106,1.62491,1.01329,0.74372,80.867,114.06
2011-03-25,1.41719,1.6122,1.0202,0.75109,81.014,114.79
2011-03-28,1.4026,1.60041,1.02423,0.75081,81.449,114.218
2011-03-29,1.40797,1.59908,1.02421,0.75109,81.76,115.103
2011-03-30,1.41111,1.601,1.0292,0.75649,82.411,116.29
2011-03-31,1.41213,1.60741,1.03192,0.76208,83.15,117.41
2011-04-01,1.41587,1.60341,1.0334,0.76069,83.36,118.021
2011-04-04,1.42233,1.61207,1.0395,0.76858,84.22,119.786
2011-04-05,1.42201,1.61306,1.0364,0.76787,84.13,119.61
2011-04-06,1.42191,1.6301,1.03191,0.76758,85.16,121.078
2011-04-07,1.43353,1.63249,1.04354,0.77773,85.32,122.3
2011-04-08,1.43021,1.63212,1.0461,0.77742,84.96,121.48
2011-04-11,1.44622,1.63741,1.0566,0.7818,85.04,122.988
2011-04-12,1.44379,1.63449,1.0505,0.78247,84.63,122.182
2011-04-13,1.44764,1.6257,1.04511,0.78481,83.6,121.005
2011-04-14,1.44421,1.62689,1.0498,0.78802,83.783,121.0
2011-04-15,1.44321,,,,,
2011-04-18,1.4413,1.6314,1.0562,0.797,83.147,119.836
2011-04-19,1.42239,1.62612,1.0487,0.78604,82.334,117.085
2011-04-20,1.43379,1.63244,1.0536,0.78952,82.58,118.386
2011-04-21,1.4514,1.63948,1.06813,0.79656,82.44,119.64
2011-04-22,1.4555,1.65147,1.0749,0.80147,81.897,119.167
2011-04-25,1.45571,1.65281,1.07599,0.80283,81.87,119.18
2011-04-26,1.4579,1.65019,1.0726,0.80019,81.84,119.315
2011-04-27,1.4688,1.6509,1.07942,0.80743,81.511,119.71
2011-04-28,1.478,1.66279,1.08552,0.8025,82.204,121.467
2011-04-29,1.48441,1.665,1.0939,0.80412,81.53,121.0
2011-05-02,1.4794,1.66881,1.09603,0.80847,81.227,120.214
2011-05-03,1.48238,1.666,1.095,0.80561,81.18,120.333
2011-05-04,1.48333,1.64965,1.0854,0.79949,80.969,120.1
2011-05-05,1.48298,1.6497,1.075,0.7934,80.64,119.608
2011-05-06,1.45444,1.63859,1.0606,0.78746,80.417,116.94
2011-05-09,1.4353,1.6358,1.07159,0.79001,80.734,115.82
2011-05-10,1.43761,1.64117,1.0801,0.79308,80.242,115.343
2011-05-11,1.44111,1.63701,1.0848,0.79548,81.011,116.7
2011-05-12,1.4211,1.63674,1.07129,0.79108,81.01,115.131
2011-05-13,1.42379,1.6284,1.06666,0.79479,81.04,115.378
2011-05-16,1.4078,1.6176,1.05572,0.78579,80.817,113.757
2011-05-17,1.41581,1.62093,1.05738,0.78052,80.782,114.35
2011-05-18,1.4269,1.6253,1.0636,0.7866,81.421,116.162
2011-05-19,1.42552,1.6165,1.063,0.78983,81.661,116.408
2011-05-20,1.43162,1.62319,1.067,0.79151,81.714,116.977
2011-05-23,1.41058,1.62143,1.06283,0.79302,81.74,115.298
2011-05-24,1.40367,1.61088,1.05055,0.79008,81.957,115.026
2011-05-25,1.4099,1.61849,1.0559,0.79783,82.048,115.673
2011-05-26,1.40849,1.62798,1.0537,0.79802,82.022,115.513
2011-05-27,1.41351,1.63854,1.06257,0.80926,81.27,114.838
2011-05-30,1.42974,1.65112,1.0707,0.81893,80.831,115.56
2011-05-31,1.43223,1.64878,1.0703,0.81887,80.88,115.79
2011-06-01,1.44279,1.6465,1.0682,0.82549,81.453,117.511
2011-06-02,1.43449,1.63343,1.06341,0.81559,80.894,116.031
2011-06-03,1.4486,1.63615,1.0671,0.815,80.97,117.279
2011-06-06,1.4655,1.64541,1.075,0.81699,80.22,117.544
2011-06-07,1.4583,1.63572,1.073,0.8146,80.12,116.83
2011-06-08,1.4686,1.6443,1.0721,0.82149,80.17,117.751
2011-06-09,1.4602,1.6408,1.06441,0.82257,79.89,116.668
2011-06-10,1.45157,1.63655,1.0627,0.8261,80.29,116.506
2011-06-13,1.43326,1.62261,1.0539,0.82061,80.34,115.113
2011-06-14,1.44169,1.63741,1.0607,0.81693,80.176,115.58
2011-06-15,1.445,1.63773,1.06942,0.819,80.54,116.36
2011-06-16,1.4182,1.61959,1.0576,0.80613,80.88,114.74
2011-06-17,1.41991,1.61611,1.0562,0.80593,80.577,114.414
2011-06-20,1.42851,1.61781,1.06038,0.8109,80.076,114.46
2011-06-21,1.43254,1.62069,1.0595,0.81057,80.234,114.925
2011-06-22,1.43817,1.62253,1.0597,0.81241,80.221,115.339
2011-06-23,1.43143,1.60599,1.0553,0.81453,80.383,115.072
2011-06-24,1.427,1.60262,1.0536,0.81473,80.44,114.8
2011-06-27,1.41713,1.5963,1.04728,0.80457,80.46,114.025
2011-06-28,1.43168,1.599,1.046,0.806,80.85,115.728
2011-06-29,1.43579,1.5988,1.0537,0.8109,81.08,116.396
2011-06-30,1.44789,1.60759,1.06927,0.82617,80.71,116.87
2011-07-01,1.4497,1.6048,1.0718,0.82836,80.6,116.85
2011-07-04,1.454,1.60681,1.0778,0.82836,80.88,117.59
2011-07-05,1.45531,1.60971,1.07449,0.83236,80.733,117.469
2011-07-06,1.44281,1.60679,1.06916,0.82658,81.07,116.94
2011-07-07,1.43316,1.6009,1.0696,0.82761,80.938,115.99
2011-07-08,1.43645,1.59811,1.0773,0.83222,81.23,116.701
2011-07-11,1.42019,1.60259,1.0722,0.83479,80.65,114.548
2011-07-12,1.40406,1.59081,1.0642,0.82651,80.29,112.752
2011-07-13,1.3969,1.59182,1.05879,0.81773,79.318,110.798
2011-07-14,1.42343,1.61681,1.0778,0.8494,78.92,112.32
