,EURUSD=X,GBPUSD=X,AUDUSD=X,NZDUSD=X,JPY=X,EURJPY=X
2013-07-04,1.30108,1.52744,0.90926,0.7773,99.956,130.03999
2013-07-05,1.29077,1.5039,0.91416,0.78198,100.22,129.36301
2013-07-08,1.28291,1.48794,0.90621,0.77184,101.386,130.048
2013-07-09,1.2871,1.49537,0.91399,0.78082,100.85,129.78
2013-07-10,1.27818,1.48615,0.91651,0.78382,101.153,129.28101
2013-07-11,1.31877,1.518,0.92756,0.7951,98.551,129.8781
2013-07-12,1.30977,1.51787,0.9176,0.78474,99.04,129.722
2013-07-15,1.30599,1.51037,0.9078,0.78009,99.197,129.548
2013-07-16,1.30588,1.51,0.90917,0.77979,99.946,130.5
2013-07-17,1.31511,1.51384,0.92413,0.78871,99.16,130.37241
2013-07-18,1.3117,1.52098,0.92319,0.79033,99.66,130.70599
2013-07-19,1.31106,1.52221,0.91802,0.79033,100.522,131.786
2013-07-22,1.316,1.52849,0.92191,0.79403,100.389,132.091
2013-07-23,1.31903,1.53652,0.92584,0.79758,99.324,130.998
2013-07-24,1.32233,1.53749,0.92894,0.8,99.497,131.558
2013-07-25,1.31909,1.53085,0.91299,0.79637,100.452,132.479
2013-07-26,1.32742,1.53818,0.92396,0.80606,99.275,131.778
2013-07-29,1.32874,1.53924,0.92558,0.80821,97.96,130.13
2013-07-30,1.32637,1.53417,0.91946,0.80231,98.043,130.02901
2013-07-31,1.32649,1.5242,0.90728,0.7993,98.016,130.013
2013-08-01,1.33014,1.5175,0.89501,0.79605,97.833,130.12
2013-08-02,1.3212,1.51204,0.89421,0.79039,99.42,131.341
2013-08-05,1.3279,1.52872,0.89055,0.77682,98.935,131.36
2013-08-06,1.32575,1.53539,0.89142,0.7837,98.232,130.239
2013-08-07,1.33081,1.5345,0.89888,0.7902,97.308,129.483
2013-08-08,1.3341,1.54969,0.90025,0.79586,96.57,128.815
2013-08-09,1.33801,1.55359,0.91075,0.80013,96.74,129.423
2013-08-12,1.33394,1.5514,0.91853,0.80412,96.044,128.14101
2013-08-13,1.32929,1.54581,0.91158,0.79815,97.2,129.207
2013-08-14,1.32656,1.54507,0.90992,0.79821,98.153,130.2
2013-08-15,1.32642,1.55161,0.91449,0.80528,97.853,129.785
2013-08-16,1.3354,1.56421,0.91333,0.80743,97.055,129.58
2013-08-19,1.33291,1.5625,0.91996,0.81189,97.667,130.175
2013-08-20,1.33339,1.5649,0.91158,0.806,97.579,130.10001
2013-08-21,1.3421,1.56639,0.90621,0.79618,97.31,130.606
2013-08-22,1.33429,1.56167,0.89696,0.78481,97.81,130.48
2013-08-23,1.33551,1.55972,0.90188,0.78431,98.879,132.05099
2013-08-26,1.33865,1.55809,0.90285,0.78021,98.705,132.123
2013-08-27,1.33792,1.55848,0.90139,0.78425,98.258,131.468
2013-08-28,1.33921,1.5548,0.89461,0.77604,96.892,129.755
2013-08-29,1.33349,1.55275,0.89469,0.78168,97.728,130.304
2013-08-30,1.32363,1.55065,0.89262,0.7761,98.292,130.11
2013-09-02,1.32083,1.5519,0.89389,0.7767,98.385,129.938
2013-09-03,1.319,1.5547,0.90001,0.78149,99.57,131.314
2013-09-04,1.3174,1.55637,0.90563,0.78021,99.554,131.119
2013-09-05,1.32006,1.56221,0.91718,0.78958,99.728,131.64
2013-09-06,1.31184,1.55899,0.91191,0.78889,100.116,131.34
2013-09-09,1.31742,1.5636,0.91962,0.79821,99.977,131.715
2013-09-10,1.3258,1.56976,0.92319,0.80186,99.719,132.17999
2013-09-11,1.32663,1.57329,0.93006,0.80561,100.285,133.03999
2013-09-12,1.33156,1.5826,0.93353,0.81486,99.83,132.91
2013-09-13,1.32989,1.58045,0.92627,0.81321,99.578,132.422
2013-09-16,1.33593,1.59363,0.93231,0.8196,99.015,132.265
2013-09-17,1.3338,1.59031,0.93223,0.81813,99.07,132.12399
2013-09-18,1.33579,1.59051,0.93537,0.82284,99.128,132.39999
2013-09-19,1.3523,1.61332,0.94976,0.83893,98.21,132.78999
2013-09-20,1.35342,1.6038,0.94455,0.83886,99.39,134.50999
2013-09-23,1.35345,1.60169,0.9402,0.83619,99.277,134.355
2013-09-24,1.34989,1.60416,0.94233,0.83612,98.74,133.25999
2013-09-25,1.34718,1.59959,0.93844,0.82474,98.745,133.01401
2013-09-26,1.3517,1.60738,0.93659,0.82474,98.435,133.063
2013-09-27,1.34862,1.60375,0.93598,0.82795,98.905,133.39301
2013-09-30,1.34955,1.61689,0.93015,0.82679,97.827,132.015
2013-10-01,1.35252,1.6187,0.93205,0.82953,98.4,133.07401
2013-10-02,1.35234,1.61922,0.93914,0.82563,97.926,132.42799
2013-10-03,1.3591,1.62356,0.9387,0.83153,97.3,132.25
2013-10-04,1.36242,1.61569,0.9402,0.82823,97.259,132.48199
2013-10-07,1.357,1.60359,0.94429,0.83139,97.29,132.00999
2013-10-08,,,,,,131.28999
2013-10-09,1.3598,1.6121,0.94482,0.83132,96.901,131.76601
2013-10-10,1.35203,1.59551,0.945,0.82988,97.479,131.75999
2013-10-11,1.35267,1.59801,0.94556,0.82768,98.185,132.821
2013-10-14,1.35567,1.59711,0.94473,0.83229,98.314,133.27901
2013-10-15,1.35586,1.59719,0.9512,0.83661,98.65,133.75
2013-10-16,1.35217,1.59847,0.95374,0.84034,98.544,133.22301
2013-10-17,1.35225,1.59439,0.95438,0.8431,98.94,133.759
2013-10-18,1.3667,1.61493,0.96172,0.84617,97.99,133.91
2013-10-21,1.36819,1.61721,0.96609,0.84955,97.927,133.983
2013-10-22,1.3676,1.61353,0.96534,0.84552,98.194,134.272
2013-10-23,1.37785,1.62327,0.97012,0.85135,98.133,135.211
2013-10-24,1.37809,1.61637,0.96413,0.84118,97.42,134.24001
2013-10-25,1.3804,1.62009,0.96219,0.83424,97.385,134.41701
2013-10-28,1.38053,1.61739,0.95997,0.82967,97.57,134.71001
2013-10-29,1.37893,1.61418,0.95456,0.82988,97.62,134.608
2013-10-30,1.37431,1.60483,0.94787,0.8257,98.194,134.94
2013-10-31,1.3724,1.60262,0.94703,0.82522,98.507,135.187
2013-11-01,1.35798,1.60447,0.94625,0.82658,98.321,133.513
2013-11-04,1.3494,1.59238,0.94661,0.82679,98.692,133.173
2013-11-05,1.3517,1.59724,0.9512,0.82939,98.627,133.299
2013-11-06,1.34731,1.6048,0.95003,0.83647,98.456,132.64799
2013-11-07,1.35181,1.60854,0.95274,0.83759,98.65,133.351
2013-11-08,1.34091,1.60888,0.94563,0.83222,98.171,131.631
2013-11-11,1.33479,1.60049,0.93694,0.82474,99.199,132.403
2013-11-12,1.34093,1.5987,0.93642,0.82583,99.138,132.92999
2013-11-13,1.344,1.58909,0.93049,0.82142,99.617,133.871
2013-11-14,1.34896,1.6049,0.93659,0.82898,99.218,133.83099
2013-11-15,1.3449,1.60581,0.93101,0.82747,100.24,134.787
2013-11-18,1.3484,1.6114,0.93703,0.83486,100.354,135.302
2013-11-19,1.35044,1.61153,0.93703,0.83209,99.863,134.85001
2013-11-20,1.35674,1.61389,0.94402,0.83787,100.181,135.877
2013-11-21,1.34338,1.61002,0.93284,0.82699,100.207,134.59
2013-11-22,1.34718,1.6187,0.92268,0.8225,101.319,136.48599
2013-11-25,1.35523,1.62311,0.91659,0.81947,101.29,137.271
2013-11-26,1.35276,1.61671,0.91929,0.82332,101.35,137.144
2013-11-27,1.35678,1.62098,0.91233,0.8192,101.234,137.34801
2013-11-28,1.35737,1.62829,0.90843,0.8152,102.21,138.72
2013-11-29,1.3604,1.63409,0.90843,0.81149,102.292,139.145
2013-12-02,1.35851,1.63779,0.91233,0.81646,102.471,139.2
2013-12-03,1.35421,1.63599,0.91166,0.8194,102.933,139.39799
2013-12-04,1.35906,1.63889,0.91333,0.82406,102.351,139.09
2013-12-05,1.35864,1.63781,0.90318,0.82075,102.404,139.116
2013-12-06,1.367,1.6334,0.9067,0.8219,101.742,139.06
2013-12-09,1.37065,1.63289,0.91058,0.82905,103.131,141.351
2013-12-10,1.37402,1.64252,0.90901,0.82788,103.266,141.87
2013-12-11,1.37644,1.64558,0.91466,0.83091,102.798,141.5
2013-12-12,1.37861,1.63763,0.90481,0.8274,102.508,141.30299
2013-12-13,1.37508,1.63399,0.89254,0.82203,103.54,142.37199
2013-12-16,1.37393,1.6305,0.89526,0.82631,103.27,141.89
2013-12-17,1.37629,1.62997,0.89413,0.82617,103.027,141.759
2013-12-18,1.37713,1.62779,0.89214,0.82775,102.624,141.30901
2013-12-19,1.36849,1.6387,0.8848,0.82068,104.213,142.564
2013-12-20,1.36558,1.63647,0.88638,0.81987,104.276,142.386
2013-12-23,1.36784,1.63316,0.89222,0.82122,104.03,142.27901
2013-12-24,1.36999,1.63503,0.89302,0.81981,104.176,142.681
2013-12-25,1.36819,1.63709,0.8927,0.8188,104.3,142.618
2013-12-26,1.36685,1.6354,0.89174,0.81806,104.524,142.845
2013-12-27,1.36962,1.64163,0.88865,0.81606,104.879,143.627
2013-12-30,1.37502,1.64823,0.8855,0.81539,105.32,144.83
2013-12-31,1.38101,1.64951,0.89198,0.82176,104.934,144.89999
2014-01-01,1.37449,1.6564,0.8915,0.82271,105.3,144.75
2014-01-02,1.37667,1.65807,0.88921,0.82088,105.324,145.011
2014-01-03,1.36666,1.64479,0.89063,0.81873,104.833,143.257
2014-01-06,1.3596,1.64131,0.89654,0.82672,104.912,142.62601
2014-01-07,1.3632,1.64179,0.8967,0.82898,104.21,142.045
2014-01-08,1.36164,1.64002,0.89174,0.82823,104.712,142.57899
2014-01-09,1.3572,1.64471,0.88905,0.82638,104.844,142.291
2014-01-10,1.36071,1.64791,0.88976,0.82474,104.83,142.63
2014-01-13,1.36718,1.64943,0.90131,0.8305,103.949,142.09801
2014-01-14,1.367,1.63899,0.90498,0.83787,103.116,140.95599
2014-01-15,1.36685,1.64341,0.89614,0.83689,104.179,142.403
2014-01-16,1.35993,1.63618,0.89055,0.8334,104.571,142.21001
2014-01-17,1.3618,1.6353,0.88199,0.83493,104.295,141.99899
2014-01-20,1.35276,1.64179,0.87742,0.82535,104.238,141.00999
2014-01-21,1.3549,1.64241,0.88044,0.83167,104.225,141.181
2014-01-22,1.35591,1.64753,0.88059,0.83139,104.223,141.33
2014-01-23,1.35422,1.65621,0.88449,0.83063,104.635,141.71001
2014-01-24,1.36891,1.66348,0.87604,0.82871,103.37,141.496
2014-01-27,1.36879,1.64905,0.86949,0.82332,102.05,139.689
2014-01-28,1.36747,1.6575,0.87321,0.82271,102.661,140.39
2014-01-29,1.3655,1.657,0.87881,0.82734,103.231,140.953
2014-01-30,1.36586,1.6559,0.87489,0.82149,102.3,139.713
2014-01-31,1.35588,1.64984,0.87958,0.81759,102.758,139.31599
2014-02-03,1.34882,1.64379,0.87566,0.8105,102.192,137.828
2014-02-04,1.3525,1.6309,0.87504,0.8071,101.142,136.77
2014-02-05,1.35159,1.63305,0.89142,0.8225,101.689,137.44
2014-02-06,1.35351,1.63271,0.89286,0.82298,101.466,137.319
2014-02-07,1.35921,1.6322,0.89501,0.82447,102.039,138.677
2014-02-10,1.36193,1.64104,0.89469,0.82836,102.524,139.62399
2014-02-11,1.36461,1.64088,0.89457,0.82706,102.133,139.36301
2014-02-12,1.3639,1.64487,0.90212,0.83098,102.52,139.797
2014-02-13,1.35901,1.66099,0.90245,0.83243,102.469,139.24001
2014-02-14,1.36788,1.66572,0.89823,0.83459,102.188,139.75999
2014-02-17,1.36999,1.67614,0.90596,0.83787,101.564,139.13
2014-02-18,1.37045,1.67199,0.90395,0.8364,102.062,139.85001
2014-02-19,1.3762,1.66861,0.90204,0.83015,102.332,140.80499
2014-02-20,1.37304,1.66758,0.89993,0.8274,102.311,140.45599
2014-02-21,1.37212,1.66617,0.90098,0.83063,102.312,140.36501
2014-02-24,1.3738,1.66334,0.89775,0.82802,102.513,140.83501
2014-02-25,1.37361,1.66569,0.90375,0.83333,102.482,140.73199
2014-02-26,1.37461,1.66772,0.90098,0.83285,102.15,140.397
2014-02-27,1.36819,1.66683,0.89638,0.83091,102.299,139.94
2014-02-28,1.37075,1.6692,0.89617,0.83661,102.11,139.95
2014-03-03,1.3777,1.67291,0.89023,0.83633,101.305,139.55901
2014-03-04,1.3737,1.66683,0.89254,0.83647,101.412,139.30701
2014-03-05,1.37412,1.66669,0.89542,0.839,102.178,140.392
2014-03-06,1.37342,1.67191,0.89782,0.84133,102.367,140.56799
2014-03-07,1.38631,1.67417,0.91058,0.84753,103.032,142.82201
2014-03-10,1.38787,1.67311,0.9058,0.84739,103.19,143.21001
2014-03-11,1.38789,1.664,0.90245,0.84696,103.236,143.272
2014-03-12,1.38581,1.66207,0.89654,0.84552,102.84,142.49699
2014-03-13,1.39045,1.66212,0.89977,0.8523,102.783,142.907
2014-03-14,1.38654,1.66251,0.90302,0.8539,101.78,141.10201
2014-03-17,1.3913,1.66425,0.90293,0.85383,101.33,140.95
2014-03-18,1.39266,1.66392,0.90843,0.85609,101.859,141.85201
2014-03-19,1.39309,1.65981,0.91333,0.86237,101.44,141.291
2014-03-20,1.38192,1.6539,0.90302,0.85332,102.468,141.606
2014-03-21,1.37821,1.65087,0.90383,0.85317,102.407,141.13499
2014-03-24,1.37956,1.64902,0.90942,0.85397,102.241,141.058
2014-03-25,1.38389,1.64984,0.91299,0.85485,102.207,141.42599
2014-03-26,1.3819,1.6533,0.91625,0.85734,102.285,141.32401
2014-03-27,1.37821,1.65769,0.92183,0.86007,101.903,140.43201
2014-03-28,1.37414,1.6608,0.9267,0.86633,102.147,140.364
2014-03-31,1.37521,1.66439,0.92601,0.86693,102.889,141.498
2014-04-01,1.37751,1.66664,0.92687,0.86768,103.214,142.16701
2014-04-02,1.37948,1.66331,0.92387,0.86185,103.633,142.95399
2014-04-03,1.37682,1.66273,0.92473,0.85749,103.867,142.98599
2014-04-04,1.37238,1.65989,0.92328,0.85558,103.896,142.575
2014-04-07,1.37041,1.65791,0.92902,0.86133,103.32,141.59
2014-04-08,1.37431,1.66105,0.9267,0.86103,103.069,141.62801
2014-04-09,1.37933,1.67501,0.9351,0.86678,101.955,140.612
2014-04-10,1.3855,1.67999,0.93782,0.87222,102.107,141.45599
2014-04-11,1.38864,1.67774,0.93976,0.86693,101.38,140.78999
2014-04-14,1.38462,1.67297,0.93853,0.86858,101.442,140.465
2014-04-15,1.38171,1.67291,0.94118,0.86858,101.904,140.78999
2014-04-16,1.3812,1.67255,0.93432,0.8597,101.877,140.686
2014-04-17,1.38271,1.68059,0.93738,0.86326,102.201,141.28
2014-04-18,1.38122,1.67867,0.9331,0.85793,102.443,141.48599
2014-04-21,1.38152,1.67918,0.93336,0.85911,102.56,141.66901
2014-04-22,1.3795,1.67929,0.93379,0.85771,102.67,141.61
2014-04-23,1.38101,1.68268,0.93703,0.86133,102.621,141.687
2014-04-24,1.38192,1.6785,0.92885,0.86155,102.48,141.61
2014-04-25,1.3832,1.68095,0.92704,0.85719,102.302,141.50101
2014-04-28,1.38406,1.68056,0.92739,0.85822,102.105,141.29601
2014-04-29,1.38529,1.68101,0.92538,0.85339,102.516,141.991
2014-04-30,1.38137,1.68243,0.92747,0.85624,102.564,141.66901
2014-05-01,1.38692,1.68765,0.92833,0.86103,102.22,141.759
2014-05-02,1.3871,1.68953,0.92764,0.86304,102.266,141.841
2014-05-05,1.38727,1.68791,0.92756,0.86633,102.2,141.76199
2014-05-06,1.3876,1.687,0.92825,0.86836,102.14,141.714
2014-05-07,1.39307,1.69768,0.9351,0.871,101.693,141.657
2014-05-08,1.39117,1.69555,0.9324,0.86528,101.872,141.701
2014-05-09,1.38443,1.69354,0.93694,0.86475,101.593,140.636
2014-05-12,1.37606,1.68603,0.93607,0.86259,101.9,140.20399
2014-05-13,1.37567,1.68737,0.93607,0.86252,102.185,140.547
2014-05-14,1.37095,1.68342,0.9365,0.86296,102.232,140.13
2014-05-15,1.37201,1.67701,0.93712,0.86618,101.815,139.67999
2014-05-16,1.37165,1.67954,0.9358,0.86543,101.499,139.218
2014-05-19,1.37033,1.68243,0.93677,0.86401,101.542,139.14
2014-05-20,1.37138,1.68169,0.93345,0.86326,101.5,139.17999
2014-05-21,1.37041,1.68373,0.92345,0.85682,101.262,138.76401
2014-05-22,1.36818,1.6897,0.92362,0.85653,101.42,138.758
2014-05-23,1.36545,1.68674,0.92276,0.85682,101.765,138.94501
2014-05-26,1.36288,1.68342,0.92404,0.85441,101.962,138.961
2014-05-27,1.36513,1.68438,0.92567,0.85638,101.894,139.10001
2014-05-28,1.3637,1.68121,0.92653,0.8569,101.977,139.03999
2014-05-29,1.35934,1.6716,0.92293,0.84904,101.73,138.25999
2014-05-30,1.36045,1.67244,0.9311,0.84955,101.72,138.373
2014-06-02,1.36281,1.67566,0.92997,0.84911,101.876,138.83
2014-06-03,1.3599,1.67459,0.9237,0.84424,102.42,139.27
2014-06-04,1.3621,1.67412,0.92618,0.84388,102.54,139.69
2014-06-05,1.36041,1.674,0.92739,0.84232,102.681,139.66
2014-06-06,1.36619,1.68101,0.93266,0.84861,102.423,139.92
2014-06-09,1.36429,1.68019,0.93353,0.85027,102.48,139.8
2014-06-10,1.35927,1.68039,0.9344,0.84955,102.48,139.27
2014-06-11,1.3541,1.67532,0.93721,0.85339,102.314,138.52
2014-06-12,1.35371,1.67898,0.93817,0.86096,102.0,138.05
2014-06-13,1.35545,1.69589,0.9426,0.86783,101.7,137.83
2014-06-16,1.3538,1.69779,0.93914,0.8664,101.967,138.01801
2014-06-17,1.35772,1.69785,0.9395,0.86738,101.87,138.298
2014-06-18,1.35479,1.69598,0.93371,0.8661,102.174,138.431
2014-06-19,1.35906,1.69987,0.94003,0.87207,101.89,138.47
2014-06-20,1.36114,1.70401,0.94003,0.87093,101.93,138.71899
2014-06-23,1.35931,1.70227,0.9387,0.87047,102.066,138.718
2014-06-24,1.36019,1.70253,0.94197,0.87047,101.87,138.56
2014-06-25,1.36058,1.69805,0.93668,0.867,101.91,138.647
2014-06-26,1.3629,1.6986,0.94056,0.87359,101.8,138.73
2014-06-27,1.3613,1.70253,0.94091,0.87742,101.637,138.35001
2014-06-30,1.36444,1.7034,0.94171,0.87758,101.443,138.39
2014-07-01,1.36936,1.71098,0.94295,0.87627,101.29,138.685
2014-07-02,1.36808,1.71485,0.94922,0.87627,101.54,138.924
2014-07-03,1.3653,1.71609,0.94349,0.87658,101.83,139.032
2014-07-04,1.36101,1.71527,0.93502,0.87466,102.18,139.07001
2014-07-07,1.35884,1.71515,0.93607,0.87352,102.11,138.75101
2014-07-08,1.36062,1.71344,0.93729,0.8752,101.8,138.53
2014-07-09,1.36171,1.71403,0.94109,0.87951,101.46,138.14
2014-07-10,1.36429,1.71585,0.94197,0.88238,101.535,138.52699
2014-07-11,1.36051,1.71309,0.9387,0.88121,101.283,137.80099
2014-07-14,1.36038,1.7123,0.93835,0.88113,101.37,137.87
2014-07-15,1.36218,1.70879,0.93941,0.88121,101.52,138.28799
2014-07-16,1.3572,1.71438,0.93633,0.87291,101.66,137.97
2014-07-17,1.353,1.71397,0.93668,0.87169,101.63,137.487
2014-07-18,1.35188,1.70952,0.9351,0.867,101.23,136.83501
2014-07-21,1.35322,1.70911,0.93958,0.8707,101.34,137.12
2014-07-22,1.3527,1.70736,0.93677,0.86821,101.4,137.149
2014-07-23,1.3468,1.70654,0.93888,0.86723,101.47,136.64999
2014-07-24,1.34629,1.7041,0.94411,0.86096,101.52,136.64999
2014-07-25,1.34647,1.69918,0.94171,0.85815,101.76,137.00999
2014-07-28,1.34289,1.6982,0.9402,0.85529,101.749,136.63
2014-07-29,1.34391,1.69846,0.94118,0.85507,101.81,136.83099
2014-07-30,1.34111,1.69474,0.93861,0.85106,102.076,136.883
2014-07-31,1.3396,1.69102,0.93257,0.84904,102.84,137.75
2014-08-01,1.33899,1.68916,0.93023,0.85056,102.773,137.593
2014-08-04,1.34289,1.68299,0.93127,0.85106,102.563,137.71001
2014-08-05,1.34221,1.68677,0.93327,0.85237,102.542,137.62
2014-08-06,1.33724,1.68782,0.93049,0.84424,102.589,137.17599
2014-08-07,1.33829,1.68549,0.93467,0.8476,102.113,136.63499
2014-08-08,1.33583,1.68299,0.92661,0.84545,102.129,136.42
2014-08-11,1.34052,1.67771,0.9279,0.84652,102.155,136.93201
2014-08-12,1.33849,1.67875,0.92644,0.84581,102.205,136.797
2014-08-13,1.33661,1.6807,0.92704,0.84296,102.282,136.688
2014-08-14,1.33679,1.66898,0.93075,0.84796,102.408,136.89
2014-08-15,1.3364,1.66867,0.93162,0.84825,102.496,136.95
2014-08-18,1.33905,1.67202,0.93171,0.84846,102.41,137.12399
2014-08-19,1.33611,1.67235,0.93231,0.84617,102.61,137.10001
2014-08-20,1.3322,1.66215,0.9298,0.84289,102.91,137.12399
2014-08-21,1.32605,1.66003,0.92876,0.83773,103.701,137.50301
2014-08-22,1.32793,1.65799,0.93032,0.83977,103.849,137.894
2014-08-25,1.31987,1.65519,0.93006,0.83563,104.201,137.51401
2014-08-26,1.3189,1.65703,0.92782,0.8316,104.07,137.21001
2014-08-27,1.31702,1.65478,0.93171,0.8341,104.09,137.07001
2014-08-28,1.31909,1.65763,0.93362,0.83675,103.878,137.01401
2014-08-29,1.3185,1.65895,0.93554,0.83773,103.696,136.713
2014-09-01,1.31278,1.65926,0.93301,0.83549,104.168,136.746
2014-09-02,1.3132,1.6616,0.93353,0.83893,104.34,137.007
2014-09-03,1.3132,1.64688,0.92799,0.8305,105.237,138.174
2014-09-04,1.3151,1.6462,0.93397,0.83222,104.871,137.89
2014-09-05,1.29328,1.62941,0.93362,0.82823,105.582,136.547
2014-09-08,1.29534,1.62124,0.93633,0.83132,105.18,136.231
2014-09-09,1.28911,1.6095,0.92782,0.8272,106.16,136.83
2014-09-10,1.2942,1.61246,0.92073,0.82576,106.123,137.336
2014-09-11,1.29171,1.62009,0.91567,0.81967,106.826,137.993
2014-09-12,1.29236,1.6252,0.90992,0.8186,107.105,138.405
2014-09-15,1.29601,1.6258,0.90147,0.815,107.33,139.088
2014-09-16,1.29398,1.6229,0.90367,0.8178,107.138,138.63
2014-09-17,1.29591,1.6266,0.9086,0.81927,107.15,138.81
2014-09-18,1.285,1.62681,0.8959,0.80998,108.516,139.42799
2014-09-19,1.29201,1.64371,0.89831,0.81533,108.8,140.554
2014-09-22,1.28414,1.63199,0.89413,0.81493,108.94,139.905
2014-09-23,1.28515,1.6372,0.88778,0.81123,108.75,139.74001
2014-09-24,1.2854,1.63937,0.88558,0.80802,108.542,139.47
2014-09-25,1.27781,1.63241,0.88598,0.80639,109.316,139.67101
2014-09-26,1.27571,1.63313,0.88051,0.79466,108.61,138.54201
2014-09-29,1.26731,1.62382,0.87359,0.7861,109.411,138.64101
2014-09-30,1.26908,1.62422,0.87169,0.77646,109.39,138.82001
2014-10-01,1.26283,1.62138,0.87374,0.78088,109.66,138.468
2014-10-02,1.26242,1.61922,0.87462,0.77839,109.02,137.61
2014-10-03,1.26706,1.616,0.87951,0.7892,108.523,137.50999
2014-10-06,1.25136,1.5964,0.86633,0.77298,109.802,137.394
2014-10-07,1.26461,1.60751,0.87696,0.78339,108.868,137.674
2014-10-08,1.2668,1.60891,0.88106,0.7826,108.072,136.87601
2014-10-09,1.27431,1.61629,0.88394,0.7907,108.127,137.787
2014-10-10,1.26891,1.61228,0.87627,0.7861,107.83,136.814
2014-10-13,1.26398,1.6093,0.86783,0.78327,107.338,135.66901
2014-10-14,1.27239,1.60668,0.87558,0.78709,107.063,136.19099
2014-10-15,1.2639,1.58914,0.87093,0.78321,107.314,135.617
2014-10-16,1.28217,1.59921,0.87928,0.79662,105.98,135.883
2014-10-17,1.28044,1.60961,0.87719,0.79472,106.405,136.246
2014-10-20,1.27496,1.60922,0.87581,0.79308,107.144,136.605
2014-10-21,1.27953,1.6159,0.87781,0.79656,106.91,136.772
2014-10-22,1.27147,1.6115,0.87712,0.79675,107.021,136.06799
2014-10-23,1.26414,1.60449,0.87673,0.78555,107.148,135.45399
2014-10-24,1.26541,1.60295,0.87566,0.78296,108.161,136.81799
2014-10-27,1.26767,1.6093,0.88044,0.7853,108.202,137.151
2014-10-28,1.27015,1.61249,0.88044,0.78889,107.843,136.97
2014-10-29,1.27384,1.61428,0.88613,0.79233,108.112,137.71001
2014-10-30,1.26328,1.60056,0.87681,0.77833,108.846,137.472
2014-10-31,1.26134,1.6001,0.88246,0.78419,109.213,137.70599
2014-11-03,1.25031,1.59737,0.87535,0.77773,112.841,141.076
2014-11-04,1.24959,1.59788,0.86949,0.77369,113.648,141.994
2014-11-05,1.25526,1.60064,0.87497,0.7826,113.48,142.442
2014-11-06,1.248,1.59647,0.85793,0.77131,114.655,143.058
2014-11-07,1.23801,1.58413,0.85616,0.76929,115.176,142.57001
2014-11-10,1.24614,1.58851,0.86445,0.77622,114.533,142.71001
2014-11-11,1.24299,1.58534,0.86296,0.7761,114.753,142.629
2014-11-12,1.24758,1.59261,0.87063,0.78253,115.721,144.369
2014-11-13,1.24299,1.57689,0.87123,0.7866,115.57,143.64
2014-11-14,1.2476,1.57023,0.87072,0.78722,115.824,144.47099
2014-11-17,1.25185,1.56664,0.87497,0.79327,116.896,146.31799
2014-11-18,1.2449,1.56409,0.87085,0.79271,116.646,145.2
2014-11-19,1.25334,1.56287,0.87093,0.79045,116.869,146.466
2014-11-20,1.25408,1.56735,0.86014,0.78321,118.148,148.17
2014-11-21,1.2545,1.56949,0.86237,0.78616,118.236,148.312
2014-11-24,1.2375,1.56487,0.86821,0.78902,117.744,145.66901
2014-11-25,1.24332,1.56971,0.86051,0.78598,118.454,147.289
2014-11-26,1.24807,1.5721,0.85572,0.78327,117.801,147.02299
2014-11-27,1.25059,1.57891,0.85324,0.7879,117.63,147.08
2014-11-28,1.2462,1.57248,0.85244,0.78592,117.84,146.81
2014-12-01,1.24383,1.56121,0.84381,0.77924,118.864,147.82401
2014-12-02,1.24701,1.57344,0.84782,0.78641,118.308,147.52
2014-12-03,1.23885,1.56465,0.84602,0.78015,119.194,147.65199
2014-12-04,1.23166,1.56942,0.84012,0.77549,119.861,147.606
2014-12-05,1.23867,1.56787,0.83864,0.77791,119.812,148.39
2014-12-08,1.22941,1.55657,0.83091,0.76799,121.561,149.44099
2014-12-09,1.23151,1.56517,0.83001,0.76535,120.65,148.55901
2014-12-10,1.2395,1.5688,0.83001,0.77,119.342,147.842
2014-12-11,1.2474,1.5747,0.8334,0.78192,117.709,146.841
2014-12-12,1.2395,1.57225,0.82481,0.77906,119.007,147.481
2014-12-15,1.24635,1.5728,0.82095,0.7764,118.165,147.27
2014-12-16,1.24435,1.56453,0.82163,0.77441,117.741,146.489
2014-12-17,1.2512,1.57453,0.8225,0.77918,116.613,145.884
2014-12-18,1.2339,1.55734,0.81255,0.7697,118.796,146.55299
2014-12-19,1.22904,1.56701,0.81733,0.77773,118.938,146.161
2014-12-22,1.2226,1.56296,0.81493,0.77501,119.497,146.13499
2014-12-23,1.22237,1.55778,0.81228,0.77238,120.15,146.853
2014-12-24,1.21749,1.55222,0.81096,0.77149,120.69,146.92999
2014-12-25,1.21985,1.5562,0.81162,0.77328,120.459,146.75999
2014-12-26,1.221,1.5562,0.8109,0.77369,120.37,146.92
2014-12-29,1.21694,1.55536,0.81162,0.77495,120.424,146.534
2014-12-30,1.21535,1.55159,0.81367,0.77839,120.632,146.618
2014-12-31,1.2162,1.5569,0.8184,0.78351,119.458,145.28799
2015-01-01,1.20986,1.55809,0.81713,0.78009,119.673,144.78
2015-01-02,1.20894,1.55797,0.8178,0.77918,119.87,144.92999
2015-01-05,1.19464,1.52849,0.80678,0.76658,120.434,143.86
2015-01-06,1.1939,1.52583,0.80998,0.77,119.425,142.55701
2015-01-07,1.18754,1.5138,0.80802,0.77477,118.673,140.912
