,Open,High,Low,Close
2013-12-31,1.38078,1.38125,1.37612,1.38101
2014-01-01,1.37449,1.3779,1.3744,1.37449
2014-01-02,1.3766,1.37747,1.36327,1.37667
2014-01-03,1.36662,1.3673,1.36017,1.36666
2014-01-06,1.35958,1.36461,1.35728,1.3596
2014-01-07,1.36307,1.3658,1.35988,1.3632
2014-01-08,1.36169,1.36361,1.3572,1.36164
2014-01-09,1.35726,1.36328,1.35549,1.3572
2014-01-10,1.36071,1.3687,1.35781,1.36071
2014-01-13,1.36722,1.36848,1.36393,1.36718
2014-01-14,1.36709,1.36986,1.36503,1.367
2014-01-15,1.36681,1.36735,1.35826,1.36685
2014-01-16,1.36012,1.36479,1.35881,1.35993
2014-01-17,1.36156,1.3621,1.35569,1.3618
2014-01-20,1.35283,1.35664,1.35093,1.35276
2014-01-21,1.35454,1.3564,1.35186,1.3549
2014-01-22,1.35575,1.35809,1.35354,1.35591
2014-01-23,1.35452,1.36855,1.35336,1.35422
2014-01-24,1.369,1.37349,1.36649,1.36891
2014-01-27,1.36881,1.3715,1.36554,1.36879
2014-01-28,1.3676,1.36894,1.36318,1.36747
2014-01-29,1.36543,1.3686,1.36045,1.3655
2014-01-30,1.36591,1.36621,1.35606,1.36586
2014-01-31,1.35586,1.35624,1.34811,1.35588
2014-02-03,1.34882,1.35196,1.34793,1.34882
2014-02-04,1.35228,1.354,1.34956,1.3525
2014-02-05,1.35166,1.3553,1.35004,1.35159
2014-02-06,1.35349,1.36201,1.34911,1.35351
2014-02-07,1.35897,1.36421,1.35558,1.35921
2014-02-10,1.36203,1.3652,1.36203,1.36193
2014-02-11,1.36459,1.3684,1.36313,1.36461
2014-02-12,1.3639,1.3655,1.3563,1.3639
2014-02-13,1.3589,1.36917,1.3587,1.35901
2014-02-14,1.36776,1.3716,1.36748,1.36788
2014-02-17,1.37026,1.37261,1.36928,1.36999
2014-02-18,1.37071,1.3769,1.36962,1.37045
2014-02-19,1.3761,1.37733,1.3742,1.3762
2014-02-20,1.37317,1.37641,1.36902,1.37304
2014-02-21,1.37206,1.37567,1.37035,1.37212
2014-02-24,1.374,1.3769,1.37101,1.3738
2014-02-25,1.37351,1.3765,1.37187,1.37361
2014-02-26,1.37465,1.3758,1.36658,1.37461
2014-02-27,1.36819,1.3696,1.3645,1.36819
2014-02-28,1.37075,1.38234,1.36953,1.37075
2014-03-03,1.37754,1.3796,1.37499,1.3777
2014-03-04,1.37365,1.37789,1.37223,1.3737
2014-03-05,1.37431,1.3746,1.37108,1.37412
2014-03-06,1.37325,1.385,1.37227,1.37342
2014-03-07,1.38646,1.39153,1.38543,1.38631
2014-03-10,1.38775,1.38982,1.38633,1.38787
2014-03-11,1.38769,1.3877,1.38353,1.38789
2014-03-12,1.38575,1.39054,1.38449,1.38581
2014-03-13,1.3904,1.39654,1.38989,1.39045
2014-03-14,1.38658,1.39332,1.38498,1.38654
2014-03-17,1.39107,1.3949,1.38821,1.3913
2014-03-18,1.39272,1.39381,1.38826,1.39266
2014-03-19,1.39297,1.3933,1.39011,1.39309
2014-03-20,1.38185,1.38441,1.37527,1.38192
2014-03-21,1.37821,1.38114,1.37683,1.37821
2014-03-24,1.37975,1.38235,1.3762,1.37956
2014-03-25,1.38372,1.3849,1.37755,1.38389
2014-03-26,1.38206,1.3823,1.37813,1.3819
2014-03-27,1.3787,1.37952,1.37418,1.37821
2014-03-28,1.37419,1.37713,1.37085,1.37414
2014-03-31,1.3755,1.3806,1.37386,1.37521
2014-04-01,1.37751,1.38129,1.37714,1.37751
2014-04-02,1.37935,1.382,1.37552,1.37948
2014-04-03,1.37682,1.37994,1.36996,1.37682
2014-04-04,1.37212,1.373,1.36763,1.37238
2014-04-07,1.37041,1.37489,1.36979,1.37041
2014-04-08,1.37431,1.3809,1.37395,1.37431
2014-04-09,1.37933,1.38277,1.3781,1.37933
2014-04-10,1.38529,1.38996,1.38377,1.3855
2014-04-11,1.38891,1.39061,1.38656,1.38864
2014-04-14,1.38473,1.38629,1.381,1.38462
2014-04-15,1.38181,1.38324,1.37927,1.38171
2014-04-16,1.38104,1.3852,1.38048,1.3812
2014-04-17,1.3824,1.38656,1.3824,1.38271
2014-04-18,1.38122,1.3823,1.38095,1.38122
2014-04-21,1.38152,1.38305,1.37889,1.38152
2014-04-22,1.37927,1.38247,1.37867,1.3795
2014-04-23,1.38074,1.38554,1.38011,1.38101
2014-04-24,1.38181,1.3842,1.37922,1.38192
2014-04-25,1.38305,1.38491,1.38288,1.3832
2014-04-28,1.3841,1.388,1.38171,1.38406
2014-04-29,1.38529,1.3879,1.38074,1.38529
2014-04-30,1.38139,1.3877,1.37866,1.38137
2014-05-01,1.38687,1.3891,1.3864,1.38692
2014-05-02,1.3871,1.3871,1.38135,1.3871
2014-05-05,1.38727,1.3888,1.3866,1.38727
2014-05-06,1.38769,1.39517,1.38735,1.3876
2014-05-07,1.39299,1.39379,1.39126,1.39307
2014-05-08,1.39121,1.39911,1.38518,1.39117
2014-05-09,1.38435,1.3845,1.37554,1.38443
2014-05-12,1.37616,1.3776,1.37502,1.37606
2014-05-13,1.37565,1.3774,1.36999,1.37567
2014-05-14,1.3709,1.37298,1.36992,1.37095
2014-05-15,1.37189,1.37305,1.36506,1.37201
2014-05-16,1.3717,1.3728,1.36861,1.37165
2014-05-19,1.37039,1.37343,1.37013,1.37033
2014-05-20,1.37133,1.3715,1.36815,1.37138
2014-05-21,1.37046,1.3722,1.36544,1.37041
2014-05-22,1.36831,1.36873,1.36478,1.36818
2014-05-23,1.3655,1.3655,1.36162,1.36545
2014-05-26,1.36281,1.3656,1.36167,1.36288
2014-05-27,1.3653,1.36692,1.36143,1.36513
2014-05-28,1.36357,1.3639,1.35919,1.3637
2014-05-29,1.3594,1.3626,1.35888,1.35934
2014-05-30,1.36032,1.36509,1.35993,1.36045
2014-06-02,1.36284,1.36373,1.35947,1.36281
2014-06-03,1.35977,1.3646,1.35946,1.3599
2014-06-04,1.36219,1.36375,1.36012,1.3621
2014-06-05,1.36034,1.36379,1.35068,1.36041
2014-06-06,1.36608,1.36758,1.36218,1.36619
2014-06-09,1.36454,1.3669,1.35833,1.36429
2014-06-10,1.35927,1.3603,1.35379,1.35927
2014-06-11,1.35402,1.3559,1.3523,1.3541
2014-06-12,1.35366,1.35621,1.3513,1.35371
2014-06-13,1.35507,1.3581,1.35236,1.35545
2014-06-16,1.35369,1.35811,1.35136,1.3538
2014-06-17,1.3577,1.3587,1.35386,1.35772
2014-06-18,1.35498,1.35827,1.3542,1.35479
2014-06-19,1.3591,1.3645,1.35855,1.35906
2014-06-20,1.36082,1.3634,1.35653,1.36114
2014-06-23,1.35919,1.36151,1.3576,1.35931
2014-06-24,1.36006,1.363,1.35838,1.36019
2014-06-25,1.36075,1.3652,1.3601,1.36058
2014-06-26,1.36286,1.3642,1.3577,1.3629
2014-06-27,1.36117,1.36397,1.36104,1.3613
2014-06-30,1.36442,1.3697,1.36414,1.36444
2014-07-01,1.36919,1.36981,1.36767,1.36936
2014-07-02,1.36816,1.36831,1.36447,1.36808
2014-07-03,1.36536,1.3665,1.35993,1.3653
2014-07-04,1.36091,1.3613,1.35862,1.36101
2014-07-07,1.35895,1.3607,1.35773,1.35884
2014-07-08,1.36067,1.3618,1.35897,1.36062
2014-07-09,1.36175,1.3642,1.36029,1.36171
2014-07-10,1.36435,1.36506,1.35901,1.36429
2014-07-11,1.36058,1.36247,1.35936,1.36051
2014-07-14,1.36036,1.364,1.35988,1.36038
2014-07-15,1.36221,1.36284,1.35626,1.36218
2014-07-16,1.3572,1.3572,1.35264,1.3572
2014-07-17,1.35291,1.35402,1.3519,1.353
2014-07-18,1.35181,1.35364,1.34927,1.35188
2014-07-21,1.3532,1.35492,1.35147,1.35322
2014-07-22,1.35228,1.35303,1.34617,1.3527
2014-07-23,1.34682,1.34751,1.34559,1.3468
2014-07-24,1.3462,1.34857,1.34418,1.34629
2014-07-25,1.34662,1.3477,1.3429,1.34647
2014-07-28,1.34291,1.3446,1.34273,1.34289
2014-07-29,1.34391,1.34439,1.34099,1.34391
2014-07-30,1.34115,1.34171,1.33688,1.34111
2014-07-31,1.33955,1.3402,1.33723,1.3396
2014-08-01,1.33899,1.3446,1.33796,1.33899
2014-08-04,1.34289,1.34329,1.34121,1.34289
2014-08-05,1.34225,1.34261,1.33615,1.34221
2014-08-06,1.33717,1.3375,1.3334,1.33724
2014-08-07,1.3382,1.3393,1.33394,1.33829
2014-08-08,1.33601,1.34301,1.33451,1.33583
2014-08-11,1.3405,1.3409,1.3381,1.34052
2014-08-12,1.33828,1.33851,1.33375,1.33849
2014-08-13,1.33658,1.34148,1.3345,1.33661
2014-08-14,1.33667,1.34069,1.33495,1.33679
2014-08-15,1.3364,1.34095,1.3359,1.3364
2014-08-18,1.33921,1.3401,1.33549,1.33905
2014-08-19,1.33606,1.33609,1.33148,1.33611
2014-08-20,1.33214,1.3322,1.32765,1.3322
2014-08-21,1.326,1.3291,1.32429,1.32605
2014-08-22,1.32795,1.3299,1.3225,1.32793
2014-08-25,1.3198,1.32103,1.31861,1.31987
2014-08-26,1.31876,1.3217,1.31857,1.3189
2014-08-27,1.31693,1.32098,1.31562,1.31702
2014-08-28,1.31933,1.3219,1.31625,1.31909
2014-08-29,1.3185,1.31968,1.31443,1.3185
2014-09-01,1.31277,1.3147,1.31203,1.31278
2014-09-02,1.3132,1.31373,1.31118,1.3132
2014-09-03,1.31309,1.3161,1.3124,1.3132
2014-09-04,1.31492,1.3155,1.29242,1.3151
2014-09-05,1.29304,1.29882,1.29267,1.29328
2014-09-08,1.2952,1.29587,1.29317,1.29534
2014-09-09,1.28941,1.29249,1.28611,1.28911
2014-09-10,1.294,1.29628,1.28989,1.2942
2014-09-11,1.29176,1.29521,1.28996,1.29171
2014-09-12,1.29247,1.29602,1.29132,1.29236
2014-09-15,1.29608,1.2969,1.29124,1.29601
2014-09-16,1.29396,1.29782,1.29242,1.29398
2014-09-17,1.29591,1.298,1.29409,1.29591
2014-09-18,1.28502,1.29269,1.28502,1.285
2014-09-19,1.29214,1.29296,1.2832,1.29201
2014-09-22,1.28408,1.2869,1.28195,1.28414
2014-09-23,1.2853,1.28993,1.28459,1.28515
2014-09-24,1.2851,1.28639,1.27755,1.2854
2014-09-25,1.27791,1.27849,1.27054,1.27781
2014-09-26,1.27571,1.27605,1.26815,1.27571
2014-09-29,1.26764,1.27146,1.26651,1.26731
2014-09-30,1.2691,1.2702,1.25739,1.26908
2014-10-01,1.26291,1.264,1.25857,1.26283
2014-10-02,1.2625,1.26905,1.26161,1.26242
2014-10-03,1.26699,1.26699,1.25016,1.26706
2014-10-06,1.2515,1.25932,1.2515,1.25136
2014-10-07,1.2644,1.26643,1.25847,1.26461
2014-10-08,1.2668,1.2691,1.26245,1.2668
2014-10-09,1.27389,1.2793,1.26778,1.27431
2014-10-10,1.26891,1.2716,1.26105,1.26891
2014-10-13,1.26409,1.27,1.2635,1.26398
2014-10-14,1.27225,1.2732,1.26408,1.27239
2014-10-15,1.26441,1.28404,1.26261,1.2639
2014-10-16,1.28205,1.28444,1.27107,1.28217
2014-10-17,1.28075,1.28349,1.27465,1.28044
2014-10-20,1.27489,1.27885,1.27324,1.27496
2014-10-21,1.27953,1.28393,1.27171,1.27953
2014-10-22,1.27142,1.27391,1.26511,1.27147
2014-10-23,1.26454,1.26758,1.2617,1.26414
2014-10-24,1.26507,1.26951,1.26358,1.26541
2014-10-27,1.26768,1.2722,1.26671,1.26767
2014-10-28,1.27024,1.2763,1.2687,1.27015
2014-10-29,1.2738,1.27698,1.27251,1.27384
2014-10-30,1.26323,1.26341,1.25587,1.26328
2014-10-31,1.261,1.261,1.24913,1.26134
2014-11-03,1.25033,1.25114,1.24429,1.25031
2014-11-04,1.24927,1.25681,1.24927,1.24959
2014-11-05,1.2554,1.25671,1.24597,1.25526
2014-11-06,1.24777,1.25336,1.24021,1.248
2014-11-07,1.23818,1.2443,1.23639,1.23801
2014-11-10,1.24618,1.25087,1.24305,1.24614
2014-11-11,1.24271,1.2442,1.23964,1.24299
2014-11-12,1.2478,1.25,1.24318,1.24758
2014-11-13,1.24319,1.24902,1.24319,1.24299
2014-11-14,1.24751,1.2493,1.23996,1.2476
2014-11-17,1.25214,1.25759,1.24483,1.25185
2014-11-18,1.24511,1.25357,1.24511,1.2449
2014-11-19,1.2534,1.2571,1.25139,1.25334
2014-11-20,1.2543,1.25753,1.25068,1.25408
2014-11-21,1.25436,1.25672,1.24069,1.2545
2014-11-24,1.23742,1.24403,1.23742,1.2375
2014-11-25,1.2436,1.24789,1.2406,1.24332
2014-11-26,1.24789,1.25246,1.24444,1.24807
2014-11-27,1.25055,1.2521,1.24662,1.25059
2014-11-28,1.24583,1.24895,1.24311,1.2462
2014-12-01,1.2438,1.25059,1.24228,1.24383
2014-12-02,1.24701,1.2478,1.23957,1.24701
2014-12-03,1.2388,1.2393,1.2303,1.23885
2014-12-04,1.23122,1.24318,1.22977,1.23166
2014-12-05,1.23857,1.23925,1.22751,1.23867
2014-12-08,1.22969,1.23039,1.2248,1.22941
2014-12-09,1.23141,1.2448,1.22938,1.23151
2014-12-10,1.23871,1.2436,1.23629,1.2395
2014-12-11,1.248,1.24959,1.23742,1.2474
2014-12-12,1.23913,1.24771,1.23867,1.2395
2014-12-15,1.24648,1.248,1.24171,1.24635
2014-12-16,1.24435,1.25657,1.24363,1.24435
2014-12-17,1.25138,1.2516,1.23901,1.2512
2014-12-18,1.23381,1.23515,1.22667,1.2339
2014-12-19,1.22911,1.231,1.22549,1.22904
2014-12-22,1.22249,1.228,1.22236,1.2226
2014-12-23,1.22246,1.225,1.21657,1.22237
2014-12-24,1.2176,1.22211,1.21709,1.21749
2014-12-25,1.21985,1.2256,1.21916,1.21985
2014-12-26,1.22111,1.2223,1.217,1.221
2014-12-29,1.21696,1.222,1.21696,1.21694
2014-12-30,1.2155,1.219,1.21249,1.21535
2014-12-31,1.2162,1.21697,1.21054,1.2162
2015-01-01,1.20986,1.20986,1.20986,1.20986
2015-01-02,1.20887,1.20896,1.20108,1.20894
2015-01-05,1.1955,1.19759,1.18891,1.19464
2015-01-06,1.19383,1.197,1.18869,1.1939
2015-01-07,1.18748,1.19,1.1804,1.18754
2015-01-08,1.18389,1.18481,1.1756,1.1836
2015-01-09,1.17943,1.18383,1.17683,1.17961
2015-01-12,1.18701,1.1872,1.1788,1.18707
2015-01-13,1.18324,1.1859,1.17565,1.18315
2015-01-14,1.17768,1.18436,1.17306,1.17783
2015-01-15,1.17838,1.17886,1.15923,1.17859
2015-01-16,1.1639,1.165,1.14643,1.16374
2015-01-19,1.15638,1.16387,1.1554,1.1566
2015-01-20,1.1597,1.1616,1.15692,1.1598
2015-01-21,1.15467,1.1664,1.15437,1.15469
2015-01-22,1.1617,1.16429,1.1414,1.16153
2015-01-23,1.13465,1.1374,1.11218,1.13467
2015-01-26,1.11408,1.1284,1.11408,1.11255
2015-01-27,1.1251,1.142,1.1226,1.12477
2015-01-28,1.1367,1.1382,1.13078,1.13674
2015-01-29,1.12848,1.1368,1.12641,1.12815
2015-01-30,1.13374,1.1364,1.1286,1.13356
2015-02-02,1.13047,1.136,1.12929,1.1309
2015-02-03,1.1337,1.145,1.13179,1.13417
2015-02-04,1.14569,1.14842,1.14042,1.14574
2015-02-05,1.13172,1.146,1.1317,1.13187
2015-02-06,1.14709,1.1476,1.132,1.1472
2015-02-09,1.13148,1.136,1.12717,1.13144
2015-02-10,1.13261,1.135,1.12756,1.1327
2015-02-11,1.13195,1.1332,1.12886,1.1322
2015-02-12,1.13083,1.13982,1.13062,1.1312
2015-02-13,1.14048,1.145,1.1382,1.14039
2015-02-16,1.13971,1.1435,1.13971,1.14
2015-02-17,1.13336,1.14423,1.13252,1.1334
2015-02-18,1.1405,1.1415,1.13478,1.14047
2015-02-19,1.14008,1.145,1.13562,1.14
2015-02-20,1.13667,1.1376,1.12821,1.13667
2015-02-23,1.13794,1.1393,1.12966,1.13815
2015-02-24,1.13341,1.13474,1.12907,1.1333
2015-02-25,1.13407,1.1388,1.13378,1.1339
2015-02-26,1.13627,1.13788,1.12027,1.13636
2015-02-27,1.12036,1.125,1.11768,1.12054
2015-03-02,1.11709,1.12404,1.1164,1.1162
2015-03-03,1.11767,1.1214,1.1156,1.11791
2015-03-04,1.11841,1.11881,1.10628,1.11822
2015-03-05,1.108,1.11089,1.10105,1.10821
2015-03-06,1.1034,1.1034,1.08522,1.1032
2015-03-09,1.08456,1.091,1.08378,1.0846
2015-03-10,1.08358,1.08371,1.07059,1.08334
2015-03-11,1.07094,1.07146,1.05614,1.07087
2015-03-12,1.05494,1.06815,1.05016,1.05487
2015-03-13,1.0626,1.063,1.04863,1.06263
2015-03-16,1.04845,1.0614,1.04845,1.04816
2015-03-17,1.05728,1.0649,1.0553,1.05729
2015-03-18,1.05959,1.0646,1.05805,1.0598
2015-03-19,1.0844,1.09141,1.06214,1.085
2015-03-20,1.06727,1.08149,1.06572,1.06689
2015-03-23,1.0826,1.09437,1.07695,1.08266
2015-03-24,1.0948,1.103,1.08933,1.0945
2015-03-25,1.09106,1.1013,1.091,1.0902
2015-03-26,1.09665,1.10452,1.09126,1.09605
2015-03-27,1.08855,1.08954,1.08053,1.08864
2015-03-30,1.0882,1.08849,1.08111,1.08849
2015-03-31,1.08291,1.08435,1.07177,1.08302
2015-04-01,1.0741,1.08003,1.07213,1.07381
2015-04-02,1.07698,1.08969,1.07527,1.07699
2015-04-03,1.0871,1.1022,1.08659,1.08707
2015-04-06,1.10015,1.10359,1.09685,1.10013
2015-04-07,1.09348,1.09555,1.08377,1.09348
2015-04-08,1.0825,1.089,1.07895,1.08242
2015-04-09,1.07843,1.079,1.067,1.07853
2015-04-10,1.06672,1.06835,1.05715,1.06691
2015-04-13,1.06083,1.062,1.05216,1.06099
2015-04-14,1.0575,1.07069,1.05325,1.05729
2015-04-15,1.06479,1.06687,1.05746,1.06471
2015-04-16,1.06771,1.07624,1.0628,1.06768
2015-04-17,1.076,1.08469,1.07351,1.07556
2015-04-20,1.08102,1.08186,1.07162,1.08102
2015-04-21,1.07482,1.0765,1.06616,1.07475
2015-04-22,1.07383,1.08,1.07101,1.07417
2015-04-23,1.0725,1.08182,1.06713,1.07258
2015-04-24,1.08151,1.0898,1.07877,1.0815
2015-04-27,1.08674,1.09049,1.08239,1.0869
2015-04-28,1.0877,1.0989,1.08618,1.0878
2015-04-29,1.09721,1.1176,1.09606,1.09691
2015-04-30,1.11132,1.12476,1.1073,1.11143
2015-05-01,1.1215,1.12897,1.1186,1.12147
2015-05-04,1.11909,1.12231,1.1124,1.11859
2015-05-05,1.115,1.121,1.1069,1.11491
2015-05-06,1.11844,1.13653,1.11781,1.11863
2015-05-07,1.13393,1.13906,1.12382,1.13415
2015-05-08,1.12451,1.1289,1.11852,1.12469
2015-05-11,1.1197,1.1203,1.11346,1.11941
2015-05-12,1.1146,1.12779,1.1136,1.11444
2015-05-13,1.12189,1.13828,1.12055,1.12215
2015-05-14,1.1348,1.14438,1.13422,1.13505
2015-05-15,1.14039,1.1451,1.13247,1.1405
2015-05-18,1.1444,1.1447,1.13388,1.14451
2015-05-19,1.13254,1.13262,1.1121,1.13262
2015-05-20,1.11468,1.11508,1.10657,1.11467
2015-05-21,1.11031,1.118,1.10859,1.11008
2015-05-22,1.1111,1.121,1.1007,1.11119
2015-05-25,1.09922,1.101,1.09607,1.0993
2015-05-26,1.09713,1.09713,1.08752,1.09712
2015-05-27,1.08876,1.093,1.0822,1.08889
2015-05-28,1.0898,1.095,1.08688,1.09
2015-05-29,1.09579,1.10035,1.09291,1.09603
2015-06-01,1.0959,1.098,1.08889,1.09579
2015-06-02,1.09228,1.11663,1.09194,1.0923
2015-06-03,1.11483,1.12833,1.10868,1.115
2015-06-04,1.12623,1.1376,1.12326,1.12578
2015-06-05,1.1216,1.12802,1.10518,1.12079
2015-06-08,1.11054,1.12428,1.10881,1.11081
2015-06-09,1.1282,1.13397,1.12167,1.1281
2015-06-10,1.12933,1.1382,1.12666,1.12991
2015-06-11,1.1313,1.13205,1.11888,1.1312
2015-06-12,1.12451,1.12933,1.11525,1.12406
2015-06-15,1.12179,1.12581,1.11915,1.12199
2015-06-16,1.1277,1.13301,1.12116,1.1277
2015-06-17,1.12424,1.12911,1.12295,1.1242
2015-06-18,1.13642,1.14284,1.1341,1.137
2015-06-19,1.13729,1.1388,1.1296,1.13707
2015-06-22,1.13623,1.141,1.1316,1.13729
2015-06-23,1.13462,1.13462,1.11377,1.13491
2015-06-24,1.11771,1.124,1.11628,1.11722
2015-06-25,1.12071,1.12241,1.11567,1.1207
2015-06-26,1.12039,1.122,1.11363,1.1203
2015-06-29,1.0983,1.11974,1.0983,1.0975
2015-06-30,1.1216,1.12388,1.1123,1.1223
2015-07-01,1.1135,1.11676,1.10612,1.1135
2015-07-02,1.1037,1.11216,1.1037,1.10336
2015-07-03,1.1086,1.112,1.10827,1.1087
2015-07-06,1.0998,1.10914,1.0998,1.09951
2015-07-07,1.1048,1.10527,1.09168,1.1049
2015-07-08,1.10099,1.10901,1.0975,1.10099
2015-07-09,1.10724,1.11162,1.10229,1.1071
2015-07-10,1.1063,1.122,1.10562,1.1063
2015-07-13,1.1129,1.11976,1.10077,1.1129
2015-07-14,1.09851,1.1074,1.09685,1.09905
2015-07-15,1.1009,1.104,1.09361,1.1008
2015-07-16,1.09389,1.095,1.08594,1.09436
2015-07-17,1.0886,1.091,1.08439,1.0886
2015-07-20,1.08329,1.0872,1.08216,1.08302
2015-07-21,1.08348,1.09407,1.08127,1.08354
2015-07-22,1.0939,1.097,1.08814,1.094
2015-07-23,1.09271,1.102,1.09239,1.09271
2015-07-24,1.09884,1.0996,1.09279,1.0989
2015-07-27,1.09741,1.113,1.09741,1.09724
2015-07-28,1.1091,1.1101,1.1023,1.109
2015-07-29,1.10655,1.1086,1.10142,1.1066
2015-07-30,1.09839,1.099,1.09113,1.09841
2015-07-31,1.09418,1.11103,1.09239,1.09392
2015-08-03,1.0969,1.09954,1.0944,1.0969
2015-08-04,1.0954,1.0996,1.09335,1.0956
2015-08-05,1.0886,1.09188,1.08503,1.0889
2015-08-06,1.09041,1.09346,1.08775,1.09031
2015-08-07,1.0922,1.09686,1.08591,1.09271
2015-08-10,1.0959,1.1,1.09271,1.0965
2015-08-11,1.10179,1.10859,1.09615,1.1017
2015-08-12,1.10437,1.12103,1.1033,1.1042
2015-08-13,1.11559,1.11891,1.10818,1.1161
2015-08-14,1.1159,1.119,1.11011,1.1161
2015-08-17,1.1095,1.1126,1.10625,1.1093
2015-08-18,1.10771,1.11,1.10219,1.1078
2015-08-19,1.1031,1.108,1.10204,1.10308
2015-08-20,1.112,1.122,1.11084,1.1118
2015-08-21,1.1236,1.13691,1.1232,1.1237
2015-08-24,1.1378,1.1706,1.13729,1.1377
2015-08-25,1.15824,1.159,1.14003,1.15831
2015-08-26,1.15548,1.1559,1.1355,1.15509
2015-08-27,1.13395,1.13616,1.12116,1.13401
2015-08-28,1.12451,1.131,1.11567,1.1248
2015-08-31,1.12118,1.1264,1.11859,1.1214
2015-09-01,1.1226,1.13323,1.12254,1.12259
2015-09-02,1.12962,1.13,1.12229,1.12934
2015-09-03,1.1215,1.125,1.10897,1.1216
2015-09-04,1.11259,1.116,1.10946,1.11259
2015-09-07,1.1159,1.118,1.11242,1.1152
2015-09-08,1.1159,1.123,1.11537,1.1164
2015-09-09,1.1208,1.121,1.11332,1.12074
2015-09-10,1.12194,1.128,1.11749,1.12207
2015-09-11,1.12829,1.13422,1.12558,1.12909
2015-09-14,1.1344,1.13721,1.12877,1.1344
2015-09-15,1.13109,1.133,1.12598,1.13076
2015-09-16,1.12729,1.13116,1.1215,1.12718
2015-09-17,1.12939,1.134,1.1288,1.1292
2015-09-18,1.1406,1.146,1.13517,1.14009
2015-09-21,1.12931,1.133,1.11839,1.1292
2015-09-22,1.11909,1.121,1.11308,1.11909
2015-09-23,1.1122,1.11906,1.11068,1.11207
2015-09-24,1.11881,1.12961,1.11667,1.11899
2015-09-25,1.11812,1.12044,1.11183,1.11789
2015-09-28,1.12005,1.12414,1.11521,1.12017
2015-09-29,1.12336,1.12803,1.11948,1.1231
2015-09-30,1.1254,1.1262,1.1158,1.12559
2015-10-01,1.11716,1.121,1.1139,1.11721
2015-10-02,1.11949,1.13153,1.11518,1.11934
2015-10-05,1.12215,1.1288,1.1197,1.1227
2015-10-06,1.1198,1.128,1.11761,1.11952
2015-10-07,1.12729,1.12843,1.12142,1.1268
2015-10-08,1.1242,1.13131,1.12397,1.124
2015-10-09,1.1286,1.13787,1.127,1.12869
2015-10-12,1.13691,1.14,1.13584,1.137
2015-10-13,1.1354,1.141,1.1347,1.13555
2015-10-14,1.13851,1.145,1.13851,1.1385
2015-10-15,1.1475,1.14942,1.13653,1.14755
2015-10-16,1.1367,1.14,1.13394,1.13682
2015-10-19,1.136,1.138,1.13085,1.13611
2015-10-20,1.1332,1.139,1.13258,1.1329
2015-10-21,1.1356,1.1378,1.1338,1.1354
2015-10-22,1.1347,1.1352,1.1138,1.1348
2015-10-23,1.1084,1.11409,1.1011,1.10809
2015-10-26,1.10204,1.106,1.1006,1.10204
2015-10-27,1.1061,1.1078,1.1032,1.1066
2015-10-28,1.10359,1.11,1.10271,1.1037
2015-10-29,1.0926,1.0982,1.091,1.0929
2015-10-30,1.0992,1.1072,1.097,1.09938
2015-11-02,1.1025,1.106,1.1004,1.1026
2015-11-03,1.1017,1.1032,1.0938,1.1016
2015-11-04,1.0965,1.0967,1.0848,1.0964
2015-11-05,1.0866,1.09,1.08371,1.0868
2015-11-06,1.08849,1.0895,1.07117,1.0884
2015-11-09,1.07324,1.079,1.073,1.07334
2015-11-10,1.07597,1.07628,1.0676,1.07595
2015-11-11,1.0738,1.0773,1.0708,1.07376
2015-11-12,1.0765,1.08,1.0694,1.0763
2015-11-13,1.08089,1.0811,1.0722,1.0815
2015-11-16,1.0701,1.076,1.0701,1.07
2015-11-17,1.0689,1.0692,1.0644,1.0688
2015-11-18,1.0644,1.0692,1.06323,1.06438
2015-11-19,1.0673,1.0734,1.067,1.067
2015-11-20,1.0727,1.073,1.0664,1.07262
2015-11-23,1.064,1.0654,1.0603,1.0641
2015-11-24,1.0639,1.0672,1.06238,1.0642
2015-11-25,1.0644,1.069,1.0576,1.06438
2015-11-26,1.0625,1.063,1.0602,1.0625
2015-11-27,1.06045,1.0638,1.057,1.06045
2015-11-30,1.0583,1.0597,1.0564,1.0583
2015-12-01,1.05729,1.064,1.0566,1.05729
2015-12-02,1.0627,1.064,1.0562,1.06259
2015-12-03,1.0612,1.0892,1.0542,1.0613
2015-12-04,1.09183,1.09519,1.0858,1.0916
2015-12-07,1.0883,1.0883,1.0798,1.0884
2015-12-08,1.0836,1.09,1.08314,1.0834
2015-12-09,1.0895,1.099,1.0882,1.0894
2015-12-10,1.1017,1.1023,1.0928,1.10179
2015-12-11,1.0948,1.103,1.0928,1.09481
2015-12-14,1.099,1.104,1.0947,1.09839
2015-12-15,1.09923,1.107,1.0922,1.0993
2015-12-16,1.0936,1.0958,1.09132,1.09363
2015-12-17,1.08741,1.0889,1.08335,1.08745
2015-12-18,1.0844,1.087,1.0806,1.08441
2015-12-21,1.08702,1.092,1.0852,1.08699
2015-12-22,1.0912,1.0984,1.0905,1.0913
2015-12-23,1.095,1.09549,1.08849,1.095
2015-12-24,1.091,1.0967,1.091,1.09092
2015-12-25,1.09652,1.0975,1.0947,1.097
2015-12-28,1.0966,1.1,1.0958,1.0966
2015-12-29,1.09769,1.1,1.091,1.09753
2015-12-30,1.0928,1.095,1.091,1.0928
2015-12-31,1.0938,1.0939,1.0866,1.0934
